Type,Price,Sqm Price,Size,Living Area,Ground Area,Rooms,Ownership Expense,Year Built,Story,Energy Label,Longitude,Latitude,ZipCode,Drop_Rate,Age of Building,Price_W_Drop_Rate,Town
Rækkehus,6.995.000,59.279,118,,,5,5.133,1951,0, C,12.47396,55.786722,2830,3,71,6.785.150,Virum
Rækkehus,5.250.000,44.491,118,,,5,5.731,1950,0, E,12.465502,55.794367,2830,16,72,4.410.000,Virum
Rækkehus,6.750.000,47.535,142,,,4,5.181,2005,0, C,,,2830,4,17,6.480.000,Virum
Rækkehus,7.600.000,43.678,174,,,6,6.765,1955,0, C,12.495623,55.796736,2830,11,67,6.764.000,Virum
Villa,12.485.000,52.238,239,,837,8,7.200,1962,0, C,12.448486,55.795324,2830,0,60,12.485.000,Virum
Rækkehus,5.395.000,43.160,125,,,4,4.519,1937,0, D,12.484626,55.791196,2830,5,85,5.125.250,Virum
Villa,10.800.000,76.595,141,,910,4,6.926,1966,0, D,,,2830,4,56,10.368.000,Virum
Ejerlejlighed,1.740.000,29.491,59,53,,2,2.597,1940, 2, D,12.479338,55.797165,2830,17,82,1.444.200,Virum
Ejerlejlighed,1.895.000,33.245,57,51,,2,2.502,1940, 1, D,12.479512,55.797,2830,10,82,1.705.500,Virum
Ejerlejlighed,2.595.000,42.540,61,55,,2,2.706,1972, 1, C,12.490698,55.800542,2830,10,50,2.335.500,Virum
Rækkehus,6.195.000,39.711,156,,,5,4.843,1945,0, C,12.470454,55.788141,2830,9,77,5.637.450,Virum
Villa,9.495.000,50.505,188,,715,6,5.439,1952,0, D,12.489124,55.792617,2830,3,70,9.210.150,Virum
Villa,6.995.000,44.554,157,,1186,4,6.339,1913,0, D,12.485411,55.789063,2830,10,109,6.295.500,Virum
Ejerlejlighed,3.300.000,31.428,105,100,,4,5.232,1944, 1, D,12.471391,55.795072,2830,17,78,2.739.000,Virum
Rækkehus,5.995.000,48.346,124,,,5,4.649,1938,0, D,12.481743,55.792424,2830,14,84,5.155.700,Virum
Rækkehus,6.495.000,39.363,165,,,6,5.257,1960,0, D,12.47568,55.787588,2830,7,62,6.040.350,Virum
Villa,4.845.000,47.500,102,,584,4,5.265,1894,0, C,12.453132,55.788362,2830,15,128,4.118.250,Virum
Ejerlejlighed,4.995.000,38.720,129,132,,4,4.961,1961, 2, C,,,2830,3,61,4.845.150,Virum
Villa,6.995.000,65.373,107,,688,5,5.912,1950,0, D,12.453305,55.788526,2830,7,72,6.505.350,Virum
Ejerlejlighed,1.995.000,33.813,59,52,,2,2.448,1939,0, D,12.478714,55.796917,2830,5,83,1.895.250,Virum
Villa,7.495.000,57.213,131,,1107,5,6.261,1958,0, F,,,2830,17,64,6.220.850,Virum
Villa,6.195.000,49.166,126,,699,4,5.196,1964,0, F,12.475964,55.791998,2830,15,58,5.265.750,Virum
Ejerlejlighed,2.060.000,35.517,58,52,,2,2.234,1940, 2, D,12.479456,55.797078,2830,6,82,1.936.400,Virum
Ejerlejlighed,2.495.000,40.901,61,54,,2,2.647,1972, 2, C,12.493807,55.802115,2830,12,50,2.195.600,Virum
Ejerlejlighed,1.425.000,25.909,55,50,,2,3.539,1938,0, E,,,2830,20,84,1.140.000,Virum
Ejerlejlighed,3.495.000,39.715,88,84,,3,4.039,1956, 1, C,,,2840,0,66,3.495.000,
Villa,11.995.000,67.011,179,,1970,6,10.955,1947,0, E,12.466874,55.805218,2840,0,75,11.995.000,
Villa,8.495.000,49.678,171,,1200,7,8.440,2005,0, C,12.506948,55.838949,2840,0,17,8.495.000,
Villa,13.995.000,64.791,216,,981,6,6.625,2019,0, A15,12.484366,55.825677,2840,0,3,13.995.000,
Villa,5.995.000,35.473,169,,1182,5,7.926,1933,0, F,12.470803,55.817959,2840,0,89,5.995.000,
Villa,4.995.000,70.352,71,,826,3,5.681,1958,0, E,12.514735,55.835321,2840,0,64,4.995.000,
Ejerlejlighed,2.195.000,34.296,64,54,,2,3.164,1973, 8, C,,,2840,0,49,2.195.000,
Villa,12.950.000,45.921,282,,1093,11,8.927,1927,0, D,12.472938,55.812553,2840,0,95,12.950.000,
Villa,13.250.000,70.105,189,,1192,5,7.984,1961,0, C,,,2840,0,61,13.250.000,
Ejerlejlighed,4.795.000,38.360,125,116,,4,6.007,1973, 4, C,,,2840,0,49,4.795.000,
Villa,5.995.000,63.776,94,,808,4,6.519,1955,0, D,12.470025,55.819433,2840,0,67,5.995.000,
Villa,13.500.000,75.000,180,,1266,6,7.178,1951,0, C,12.49858,55.811075,2840,0,71,13.500.000,
Villa,7.595.000,49.318,154,,1196,6,5.780,1923,0, D,12.469052,55.817614,2840,0,99,7.595.000,
Rækkehus,8.850.000,61.034,145,,,7,6.371,1967,0, C,12.510903,55.813682,2840,0,55,8.850.000,
Villa,27.500.000,97.173,283,,3401,10,17.078,1897,0, E,12.463659,55.810275,2840,0,125,27.500.000,
Villa,6.495.000,45.739,142,,950,5,6.509,1966,0, D,12.484481,55.816387,2840,0,56,6.495.000,
Rækkehus,6.200.000,79.487,78,,,4,4.252,1950,0, C,12.483003,55.817811,2840,0,72,6.200.000,
Villa,25.000.000,120.192,208,,1246,5,19.257,2017,0, A15,12.462135,55.804634,2840,0,5,25.000.000,
Villa,6.995.000,46.946,149,,950,5,6.641,1966,0, D,12.484061,55.816302,2840,0,56,6.995.000,
Villa,6.500.000,60.185,108,,845,4,6.090,1934,0, F,12.480933,55.816418,2840,0,88,6.500.000,
Ejerlejlighed,2.245.000,40.818,55,58,,2,2.547,1935, 1, D,12.471376,55.812237,2840,0,87,2.245.000,
Villa,8.495.000,50.565,168,,1205,7,7.386,1965,0, C,12.483344,55.822536,2840,0,57,8.495.000,
Ejerlejlighed,5.495.000,43.611,126,117,,4,5.882,1973, 3, C,,,2840,0,49,5.495.000,
Villa,6.995.000,58.291,120,,1069,4,6.981,1964,0, C,,,2840,0,58,6.995.000,
Villa,6.995.000,33.468,209,,1104,11,10.117,1925,0, E,12.467012,55.818269,2840,0,97,6.995.000,
Villa,7.995.000,45.169,177,,1091,5,8.030,1980,0, D,,,2840,16,42,6.715.800,
Villa,8.495.000,55.162,154,,880,5,6.865,1945,0, D,12.479255,55.816312,2840,6,77,7.985.300,
Villa,24.500.000,101.659,241,,1095,6,7.867,1953,0, B,12.508622,55.815521,2840,0,69,24.500.000,
Ejerlejlighed,4.245.000,41.617,102,108,,3,3.255,1936, 3, C,12.470572,55.813757,2840,0,86,4.245.000,
Villa,17.985.000,68.384,263,,1895,7,11.342,1947,0, E,12.449548,55.806978,2840,0,75,17.985.000,
Ejerlejlighed,2.250.000,36.290,62,63,,2,2.654,1938,0, E,,,2840,0,84,2.250.000,
Villa,7.495.000,43.830,171,,1001,6,6.968,1961,0, C,,,2840,6,61,7.045.300,
Villa,9.995.000,54.320,184,,1237,7,6.203,1959,0, E,12.508513,55.810209,2840,0,63,9.995.000,
Villa,8.995.000,38.276,235,,1051,8,6.449,1971,0, D,12.486215,55.818241,2840,0,51,8.995.000,
Villa,21.995.000,88.333,249,,1475,7,12.065,1981,0, C,12.481994,55.814313,2840,0,41,21.995.000,
Villa,10.795.000,43.704,247,,1521,5,10.776,1971,0, E,12.505074,55.838576,2840,6,51,10.147.300,
Villa,13.975.000,51.759,270,,1121,7,8.623,1921,0, D,12.497966,55.811813,2840,0,101,13.975.000,
Villa,8.985.000,46.554,193,,1000,5,3.681,1913,0, C,12.469056,55.814615,2840,5,109,8.535.750,
Villa,20.000.000,77.220,259,,1039,9,10.570,1917,0, D,12.50611,55.813551,2840,0,105,20.000.000,
Villa,7.395.000,31.875,232,,1210,8,9.027,1971,0, C,12.506362,55.836116,2840,0,51,7.395.000,
Villa,31.500.000,100.961,312,,1478,9,8.847,1957,0, B,12.506783,55.81206,2840,0,65,31.500.000,
Rækkehus,6.850.000,66.504,103,,,5,4.728,1985,0, C,12.515664,55.815745,2840,0,37,6.850.000,
Villa,7.495.000,78.072,96,,1118,4,6.527,1960,0, E,12.512011,55.812035,2840,6,62,7.045.300,
Villa,8.495.000,42.904,198,,1310,6,7.414,1971,0, D,,,2840,0,51,8.495.000,
Villa,7.995.000,55.909,143,,1210,6,7.249,1898,0, C,12.485018,55.816474,2840,6,124,7.515.300,
Villa,9.000.000,46.391,194,,1236,8,8.291,1968,0, D,12.506157,55.839921,2840,0,54,9.000.000,
Villa,9.495.000,57.896,164,,1137,5,7.546,1963,0, C,12.487516,55.8243,2840,5,59,9.020.250,
Ejerlejlighed,4.395.000,42.669,103,130,,3,3.776,1900, 2, D,12.490375,55.8110835,2840,0,122,4.395.000,
Villa,14.750.000,79.301,186,,1338,6,7.870,1921,0, C,12.463055,55.803461,2840,0,101,14.750.000,
Ejerlejlighed,2.595.000,34.600,75,69,,3,3.292,1963, 2, D,12.469316,55.812474,2840,0,59,2.595.000,
Ejerlejlighed,5.495.000,45.413,121,112,,4,5.648,1973, 2, C,12.464271,55.801517,2840,7,49,5.110.350,
Villa,12.495.000,55.044,227,,1143,6,8.186,1936,0, E,12.473652,55.814723,2840,0,86,12.495.000,
Villa,13.500.000,70.312,192,,1324,7,8.731,1959,0, D,12.507584,55.811468,2840,0,63,13.500.000,
Villa,8.498.000,53.112,160,,1208,5,8.372,1934,0, F,12.460784,55.817948,2840,0,88,8.498.000,
Villa,25.000.000,93.984,266,,1905,7,10.163,2020,0, A15,12.510165,55.814852,2840,0,2,25.000.000,
Ejerlejlighed,3.150.000,35.795,88,84,,3,4.039,1956, 1, C,,,2840,0,66,3.150.000,
Villa,8.850.000,46.578,190,,1001,8,7.288,1972,0, E,12.519725,55.825588,2840,7,50,8.230.500,
Villa,58.000.000,150.649,385,,3496,11,17.663,1929,0, D,12.460602,55.813732,2840,0,93,58.000.000,
Villa,9.495.000,43.755,217,,1210,5,9.845,1968,0, E,12.506204,55.838947,2840,0,54,9.495.000,
Ejerlejlighed,3.495.000,44.240,79,75,,2,3.185,1956,0, C,,,2840,3,66,3.390.150,
Ejerlejlighed,7.995.000,67.184,119,109,,3,5.574,1973, 5, C,12.464881,55.803617,2840,0,49,7.995.000,
Villa,10.995.000,54.701,201,,1032,6,7.823,2008,0, A10,,,2840,8,14,10.115.400,
Ejerlejlighed,2.995.000,34.034,88,84,,3,4.239,1956, 1, C,,,2840,5,66,2.845.250,
Villa,30.000.000,140.186,214,,1385,7,15.812,1902,0, B,12.48843,55.813213,2840,0,120,30.000.000,
Villa,9.995.000,64.070,156,,1310,5,7.982,1927,0, D,12.469813,55.816992,2840,0,95,9.995.000,
Villa,8.995.000,56.930,158,,1594,5,8.220,1922,0, C,12.457187,55.826321,2840,10,100,8.095.500,
Villa,6.250.000,48.076,130,,1183,4,7.582,1967,0, D,12.516755,55.835051,2840,0,55,6.250.000,
Rækkehus,6.495.000,43.300,150,,,7,6.178,1967,0, G,12.511488,55.813288,2840,3,55,6.300.150,
Villa,12.495.000,77.129,162,,1005,5,7.906,1965,0, D,12.454298,55.802532,2840,0,57,12.495.000,
Villa,9.985.000,52.552,190,,970,7,8.060,1951,0, D,12.495192,55.819098,2840,8,71,9.186.200,
Rækkehus,6.485.000,43.233,150,,,5,5.235,1971,0, D,12.517827,55.823833,2840,7,51,6.031.050,
Villa,7.999.000,48.186,166,,1055,5,7.724,1962,0, E,12.4927728,55.8223095,2840,0,60,7.999.000,
Villa,10.500.000,46.666,225,,1899,5,10.070,1984,0, C,12.456052,55.82484,2840,0,38,10.500.000,
Villa,8.750.000,59.121,148,,975,4,7.104,1963,0, D,,,2840,0,59,8.750.000,
Villa,11.995.000,46.134,260,,1181,10,8.555,1916,0, D,12.477575,55.814477,2840,6,106,11.275.300,
Villa,15.995.000,77.645,206,,1273,6,10.713,1969,0, D,,,2840,11,53,14.235.550,
Ejerlejlighed,3.095.000,40.194,77,73,,2,3.101,1956,0, C,,,2840,0,66,3.095.000,
Ejerlejlighed,4.695.000,37.261,126,117,,5,5.917,1973, 1, C,,,2840,6,49,4.413.300,
Rækkehus,6.995.000,55.515,126,,,5,5.646,1955,0, B,12.464261,55.819507,2840,0,67,6.995.000,
Villa,7.495.000,46.265,162,,1000,6,7.145,1958,0, D,12.479382,55.823336,2840,10,64,6.745.500,
Villa,7.995.000,73.348,109,,1321,5,7.505,1948,0, G,,,2840,11,74,7.115.550,
Villa,12.995.000,50.368,258,,1242,11,8.723,1939,0, D,12.471867,55.81851,2840,10,83,11.695.500,
Villa,6.995.000,43.179,162,,1316,4,8.027,1980,0, C,12.511161,55.838341,2840,7,42,6.505.350,
Villa,21.750.000,58.625,371,,1919,6,14.268,1974,0, D,12.501022,55.812178,2840,0,48,21.750.000,
Rækkehus,8.495.000,57.789,147,,,5,2.891,1953,0, E,12.449287,55.803025,2840,6,69,7.985.300,
Villa,8.895.000,56.297,158,,831,5,6.863,1969,0, D,,,2840,0,53,8.895.000,
Villa,8.995.000,37.323,241,,1172,9,8.422,1800,0, D,12.515533,55.829298,2840,0,222,8.995.000,
Ejerlejlighed,2.795.000,31.761,88,84,,3,3.693,1956, 1, C,,,2840,10,66,2.515.500,
Villalejlighed,7.995.000,63.452,126,,,5,5.570,1895,0, C,12.450688,55.808299,2840,0,127,7.995.000,
Villa,10.900.000,76.223,143,,1182,6,6.981,1938,0, D,12.475165,55.817544,2840,0,84,10.900.000,
Villa,5.995.000,29.678,202,,1000,7,7.574,1969,0, D,12.50387,55.841352,2840,14,53,5.155.700,
Villa,6.495.000,57.477,113,,3650,4,6.770,1971,0, F,12.45044,55.828566,2840,7,51,6.040.350,
Villa,6.495.000,42.175,154,,1012,6,7.158,1972,0, D,12.517714,55.826068,2840,4,50,6.235.200,
Villa,12.995.000,64.331,202,,1018,8,7.334,1907,0, C,12.453816,55.800679,2840,13,115,11.305.650,
Ejerlejlighed,3.750.000,44.642,84,91,,3,5.441,1987,0, D,12.473745,55.819859,2840,11,35,3.337.500,
Villa,6.985.000,41.826,167,,1115,5,6.950,1970,0, D,12.5068,55.841394,2840,0,52,6.985.000,
Villa,10.800.000,71.052,152,,1323,5,7.336,1961,0, D,12.454128,55.80753,2840,14,61,9.288.000,
Villa,5.495.000,38.159,144,,1311,5,7.095,1953,0, D,12.515709,55.836641,2840,8,69,5.055.400,
Villa,35.000.000,66.793,524,,1741,11,14.203,1929,0, D,12.506425,55.812733,2840,0,93,35.000.000,
Villa,11.500.000,50.884,226,,1110,7,7.876,2010,0, A20,,,2840,15,12,9.775.000,
Ejerlejlighed,1.995.000,31.171,64,59,,2,3.410,1972, 2, D,12.48553,55.817411,2840,8,50,1.835.400,
Villa,30.000.000,93.167,322,,1646,9,19.545,1910,0, E,12.484017,55.812047,2840,0,112,30.000.000,
Ejerlejlighed,3.995.000,39.166,102,98,,4,4.749,1956, 1, C,,,2840,11,66,3.555.550,
Rækkehus,8.750.000,56.818,154,,,5,6.176,1982,0, C,12.481306,55.814386,2840,10,40,7.875.000,
Villa,9.995.000,37.716,265,,1079,9,8.957,1933,0, F,12.466007,55.817715,2840,9,89,9.095.450,
Ejerlejlighed,4.995.000,39.642,126,117,,5,5.610,1973, 4, C,12.465933,55.801924,2840,17,49,4.145.850,
Villa,10.750.000,48.863,220,,1000,7,10.553,2020,0, A15,,,2840,17,2,8.922.500,
Ejerlejlighed,2.650.000,36.805,72,65,,3,2.717,1961, 1, D,,,2840,12,61,2.332.000,
Villa,12.000.000,65.217,184,,1460,4,9.360,1979,0, D,12.492734,55.810582,2840,19,43,9.720.000,
Villa,19.500.000,75.000,260,,1970,8,13.945,1956,0, D,12.446223,55.806972,2840,9,66,17.745.000,
Villa,7.695.000,33.025,233,,1051,6,7.636,1975,0, D,12.519786,55.826714,2840,12,47,6.771.600,
Ejerlejlighed,2.945.000,33.465,88,84,,3,3.693,1956, 1, C,,,2840,8,66,2.709.400,
Villa,39.500.000,142.086,278,,2039,5,18.272,2012,0, A10,12.461435,55.809551,2840,0,10,39.500.000,
Rækkehus,5.995.000,45.416,132,,,3,6.837,1957,0, D,12.464259,55.8208,2840,14,65,5.155.700,
Ejerlejlighed,5.650.000,56.500,100,96,,3,4.689,1956,0, C,,,2840,6,66,5.311.000,
Rækkehus,5.995.000,46.472,129,,,4,5.721,1958,0, D,12.463285,55.818199,2840,20,64,4.796.000,
Villa,17.000.000,104.938,162,,2207,5,9.896,1959,0, D,12.460919,55.8128,2840,8,63,15.640.000,
Ejerlejlighed,3.495.000,34.264,102,98,,4,4.947,1956, 1, C,,,2840,5,66,3.320.250,
Ejerlejlighed,4.495.000,35.960,125,116,,3,5.922,1973, 1, C,,,2840,25,49,3.371.250,
Rækkehus,5.795.000,41.690,139,,,6,5.813,1958,0, B,12.465745,55.81876,2840,19,64,4.693.950,
Villa,8.195.000,34.578,237,,1136,5,7.508,1972,0, C,12.508187,55.842222,2840,6,50,7.703.300,
Villa,8.495.000,49.389,172,,1201,5,7.947,1969,0, D,12.505447,55.840304,2840,6,53,7.985.300,
Ejerlejlighed,3.995.000,47.559,84,98,,3,3.958,1935, 2, D,12.471613,55.812203,2840,0,87,3.995.000,
Villa,5.845.000,38.708,151,,1063,5,6.251,1800,0, A10,12.515664,55.82911,2840,10,222,5.260.500,
Villa,6.495.000,32.313,201,,720,6,7.378,1928,0, C,12.471479,55.814503,2840,19,94,5.260.950,
Villa,11.995.000,64.489,186,,1062,6,7.327,1922,0, D,12.477884,55.817282,2840,16,100,10.075.800,
Villa,9.995.000,60.945,164,,901,5,7.037,1917,0, D,12.466068,55.81675,2840,6,105,9.395.300,
Villa,8.995.000,35.413,254,,1177,9,7.852,1969,0, C,12.506645,55.841982,2840,10,53,8.095.500,
Ejerlejlighed,4.995.000,39.642,126,117,,5,5.998,1973, 4, C,,,2840,17,49,4.145.850,
Ejerlejlighed,3.295.000,43.355,76,67,,2,3.453,1973, 4, C,12.464309,55.801683,2840,12,49,2.899.600,
Ejerlejlighed,5.650.000,44.841,126,117,,5,5.233,1973, 2, C,12.466028,55.802322,2840,13,49,4.915.500,
Villa,7.995.000,72.681,110,,1192,3,7.181,1950,0, F,,,2840,20,72,6.396.000,
Ejerlejlighed,2.275.000,28.437,80,63,,2,3.205,1977, 1, D,,,2840,0,45,2.275.000,
Villa,25.950.000,109.957,236,,1200,6,13.816,2004,0, C,12.461218,55.809722,2840,7,18,24.133.500,
Ejerlejlighed,2.995.000,34.034,88,84,,3,3.958,1956, 1, C,,,2840,8,66,2.755.400,
Villa,7.495.000,48.044,156,,946,5,7.315,1980,0, C,12.501346,55.80897,2840,21,42,5.921.050,
Villa,7.995.000,50.283,159,,1015,6,7.192,1966,0, C,12.459863,55.826925,2840,10,56,7.195.500,
Villa,6.495.000,31.529,206,,3199,7,14.977,1968,0, E,12.515285,55.83657,2840,19,54,5.260.950,
Villa,5.995.000,31.888,188,,1185,6,7.459,1984,0, C,,,2840,14,38,5.155.700,
Villa,9.500.000,52.197,182,,1152,5,9.082,2015,0, A10,,,2840,12,7,8.360.000,
Ejerlejlighed,1.545.000,31.530,49,42,,1,2.259,1963, 2, D,12.469795,55.81266,2840,14,59,1.328.700,
Villa,11.995.000,64.837,185,,1218,6,7.765,1962,0, D,,,2840,6,60,11.275.300,
Ejerlejlighed,1.598.000,29.592,54,48,,1,2.527,1963, 1, D,12.469316,55.812474,2840,11,59,1.422.220,
Ejerlejlighed,5.495.000,43.611,126,117,,5,5.897,1973, 4, C,,,2840,15,49,4.670.750,
Ejerlejlighed,1.995.000,36.272,55,65,,2,2.907,1935, 2, D,,,2840,15,87,1.695.750,
Villa,14.495.000,68.696,211,,1530,7,9.462,1978,0, D,12.515571,55.816778,2840,2,44,14.205.100,
Villa,8.995.000,35.836,251,,1300,7,8.354,1991,0, C,12.458533,55.829559,2840,5,31,8.545.250,
Ejerlejlighed,2.495.000,35.140,71,67,,2,2.794,1963, 2, D,,,2840,0,59,2.495.000,
Villa,6.995.000,31.795,220,,1002,8,5.947,1860,0, B,12.458463,55.830938,2840,18,162,5.735.900,
Villa,10.395.000,55.292,188,,1157,5,7.514,2010,0, B,12.540154,55.812425,2850,0,12,10.395.000,Nærum
Rækkehus,5.100.000,48.113,106,,,5,4.910,1955,0, D,12.54246,55.810989,2850,0,67,5.100.000,Nærum
Villa,16.000.000,87.431,183,,1313,5,9.477,2017,0, A15,12.520133,55.815197,2850,0,5,16.000.000,Skodsborg
Ejerlejlighed,1.950.000,30.468,64,57,,2,2.923,1957, 1, D,12.533038,55.814956,2850,0,65,1.950.000,Skodsborg
Ejerlejlighed,2.395.000,30.316,79,72,,3,3.641,1953, 2, D,12.535078,55.815026,2850,0,69,2.395.000,Skodsborg
Ejerlejlighed,2.595.000,37.608,69,63,,2,2.698,1968, 3, C,12.528131,55.81111,2850,0,54,2.595.000,Nærum
Rækkehus,4.495.000,51.666,87,,,4,5.050,1987,0, C,12.545146,55.825073,2850,0,35,4.495.000,Nærum
Ejerlejlighed,1.995.000,27.708,72,73,,3,3.772,1948, 1, D,12.531445,55.818674,2850,0,74,1.995.000,Nærum
Villa,9.495.000,54.568,174,,1115,7,7.350,1959,0, C,12.539594,55.821815,2850,2,63,9.305.100,Nærum
Ejerlejlighed,2.395.000,31.513,76,69,,3,3.443,1953, 1, D,12.534082,55.815049,2850,0,69,2.395.000,Skodsborg
Ejerlejlighed,2.895.000,29.540,98,91,,4,4.303,1952, 2, D,12.535864,55.815303,2850,9,70,2.634.450,Skodsborg
Villa,5.895.000,46.054,128,,360,5,4.851,1958,0, D,12.542768,55.823568,2850,0,64,5.895.000,Nærum
Villa,7.485.000,67.432,111,,1178,5,6.925,1948,0, E,12.541129,55.818588,2850,12,74,6.586.800,Nærum
Villa,7.695.000,60.590,127,,1250,4,7.124,1949,0, D,12.539281,55.814056,2850,0,73,7.695.000,Nærum
Villa,4.995.000,33.979,147,,750,5,6.397,1932,0, E,12.517857,55.813948,2850,0,90,4.995.000,Skodsborg
Villa,7.495.000,64.059,117,,1009,4,7.083,1956,0, D,12.516424,55.811649,2850,6,66,7.045.300,Nærum
Ejerlejlighed,3.295.000,32.303,102,95,,4,4.689,1953,0, D,12.5321174,55.8152303,2850,6,69,3.097.300,Skodsborg
Villa,12.000.000,51.502,233,,1207,10,9.267,1954,0, C,12.541859,55.813412,2850,0,68,12.000.000,Nærum
Villa,8.750.000,52.710,166,,1098,5,8.180,1997,0, D,12.516635,55.813249,2850,0,25,8.750.000,Skodsborg
Villa,11.195.000,58.921,190,,1125,6,7.878,2019,0, A15,12.541826,55.81892,2850,7,3,10.411.350,Nærum
Villa,7.995.000,48.162,166,,955,4,6.736,1915,0, D,12.544031,55.81877,2850,14,107,6.875.700,Nærum
Ejerlejlighed,2.399.000,33.319,72,76,,3,3.905,1948, 2, D,12.531233,55.818917,2850,2,74,2.351.020,Nærum
Ejerlejlighed,3.495.000,34.264,102,95,,4,4.689,1953, 2, D,12.534482,55.815221,2850,5,69,3.320.250,Skodsborg
Villa,8.250.000,49.401,167,,872,6,6.705,1938,0, D,12.543536,55.816424,2850,15,84,7.012.500,Nærum
Ejerlejlighed,3.695.000,32.991,112,106,,4,4.694,1968, 4, C,12.526591,55.813875,2850,11,54,3.288.550,Nærum
Rækkehus,4.950.000,41.250,120,,,4,5.207,1968,0, C,12.525966,55.81321,2850,10,54,4.455.000,Nærum
Villa,9.495.000,33.315,285,,1678,8,9.705,1969,0, C,12.543457,55.81557,2850,14,53,8.165.700,Nærum
Ejerlejlighed,2.795.000,34.937,80,73,,3,3.619,1953, 2, D,12.533821,55.81514,2850,0,69,2.795.000,Skodsborg
Ejerlejlighed,2.195.000,30.068,73,60,,2,2.940,1965,0, E,12.5322941,55.8191996,2850,0,57,2.195.000,Nærum
Ejerlejlighed,2.450.000,31.012,79,72,,3,3.607,1957,0, D,12.5321174,55.8152303,2850,6,65,2.303.000,Skodsborg
Villa,8.495.000,43.564,195,,1745,7,8.152,1927,0, D,12.543958,55.82409,2850,18,95,6.965.900,Nærum
Villa,7.695.000,42.988,179,,1083,5,7.513,1959,0, F,12.544425,55.819204,2850,9,63,7.002.450,Nærum
Ejerlejlighed,2.499.000,35.197,71,72,,3,3.780,1948, 2, D,12.531233,55.818917,2850,11,74,2.224.110,Nærum
Rækkehus,4.595.000,49.408,93,,,3,4.717,1960,0, E,12.539055,55.822555,2850,7,62,4.273.350,Nærum
Villa,9.995.000,71.906,139,,782,6,6.556,1938,0, E,12.542876,55.821999,2850,5,84,9.495.250,Nærum
Villa,15.995.000,68.648,233,,1200,7,10.770,2007,0, C,12.520926,55.814929,2850,0,15,15.995.000,Skodsborg
Rækkehus,4.495.000,48.858,92,,,4,4.716,1960,0, E,12.538984,55.822338,2850,10,62,4.045.500,Nærum
Ejerlejlighed,1.630.000,28.596,57,51,,2,2.813,1948, 3, D,12.531445,55.818674,2850,4,74,1.564.800,Nærum
Villa,4.750.000,51.630,92,,963,4,6.171,1947,0, G,12.538917,55.817178,2850,5,75,4.512.500,Skodsborg
Villa,4.995.000,79.285,63,,242,3,2.392,1877,0, E,,,2850,4,145,4.795.200,Nærum
Ejerlejlighed,1.895.000,26.319,72,60,,2,2.749,1965, 1, E,,,2850,10,57,1.705.500,Nærum
Ejerlejlighed,1.695.000,28.728,59,45,,1,2.504,1963, 1, D,12.5322941,55.8191996,2850,0,59,1.695.000,Nærum
Ejerlejlighed,1.895.000,35.092,54,46,,2,2.384,1973, 2, D,,,2850,17,49,1.572.850,Nærum
Ejerlejlighed,2.995.000,34.425,87,81,,3,3.127,2007, 1, C,12.47495,55.724743,2860,0,15,2.995.000,Søborg
Ejerlejlighed,3.275.000,32.750,100,121,,3,2.179,1952,0, C,12.510002,55.729626,2860,0,70,3.275.000,Søborg
Rækkehus,4.195.000,39.205,107,,,4,2.975,1957,0, C,12.468225,55.72795,2860,0,65,4.195.000,Søborg
Rækkehus,4.795.000,47.009,102,,,4,3.909,1949,0, D,12.499472,55.74851,2860,0,73,4.795.000,Søborg
Ejerlejlighed,1.945.000,32.966,59,66,,2,3.289,1948, 2, D,12.4928781,55.742621,2860,0,74,1.945.000,Søborg
Ejerlejlighed,2.095.000,32.230,65,73,,3,3.512,1932, 1, D,12.512302,55.729639,2860,0,90,2.095.000,Søborg
Ejerlejlighed,3.995.000,45.919,87,80,,3,2.761,2015, 2, A10,12.494055,55.740019,2860,0,7,3.995.000,Søborg
Villa,4.250.000,51.829,82,,901,3,4.166,1938,0, G,12.480929,55.743415,2860,0,84,4.250.000,Søborg
Villa,7.295.000,58.830,124,,870,5,4.910,1957,0, E,12.507998,55.722572,2860,0,65,7.295.000,Søborg
Andelsbolig,995.000,0,69,,,2,,2007, 1, C,12.476663,55.725665,2860,0,15,995.000,Søborg
Ejerlejlighed,2.275.000,41.363,55,65,,3,1.936,1948,0, E,,,2860,0,74,2.275.000,Søborg
Andelsbolig,1.076.607,0,78,,,2,,2006,0, C,12.463639,55.74484,2860,0,16,1.076.607,Søborg
Rækkehus,4.345.000,48.277,90,,,4,3.189,1950,0, D,12.4928781,55.742621,2860,0,72,4.345.000,Søborg
Villa,4.245.000,38.590,110,,705,4,3.660,1956,0, E,12.485595,55.750714,2860,0,66,4.245.000,Søborg
Andelsbolig,874.530,0,82,,,4,,1939, 3, D,12.4969767,55.7396489,2860,0,83,874.530,Søborg
Ejerlejlighed,1.495.000,31.145,48,43,,1,1.973,1965, 2, C,12.495711,55.74078,2860,0,57,1.495.000,Søborg
Villa,2.695.000,25.913,104,,600,4,3.429,1967,0, D,12.470096,55.729749,2860,0,55,2.695.000,Søborg
Rækkehus,2.750.000,38.732,71,,,3,2.547,1934,0, D,12.4929497,55.7428482,2860,0,88,2.750.000,Søborg
Rækkehus,3.250.000,40.123,81,,,4,3.092,1948,0, B,12.466557,55.727315,2860,0,74,3.250.000,Søborg
